data_path,label_path
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01658/BraTS2021_01658_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01658/BraTS2021_01658_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00598/BraTS2021_00598_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00598/BraTS2021_00598_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00021/BraTS2021_00021_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00021/BraTS2021_00021_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00621/BraTS2021_00621_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00621/BraTS2021_00621_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00680/BraTS2021_00680_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00680/BraTS2021_00680_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00443/BraTS2021_00443_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00443/BraTS2021_00443_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01619/BraTS2021_01619_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01619/BraTS2021_01619_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00491/BraTS2021_00491_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00491/BraTS2021_00491_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00604/BraTS2021_00604_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00604/BraTS2021_00604_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00409/BraTS2021_00409_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00409/BraTS2021_00409_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01034/BraTS2021_01034_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01034/BraTS2021_01034_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00152/BraTS2021_00152_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00152/BraTS2021_00152_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00808/BraTS2021_00808_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00808/BraTS2021_00808_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01351/BraTS2021_01351_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01351/BraTS2021_01351_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01088/BraTS2021_01088_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01088/BraTS2021_01088_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01289/BraTS2021_01289_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01289/BraTS2021_01289_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01233/BraTS2021_01233_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01233/BraTS2021_01233_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00512/BraTS2021_00512_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00512/BraTS2021_00512_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01004/BraTS2021_01004_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01004/BraTS2021_01004_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01660/BraTS2021_01660_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01660/BraTS2021_01660_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00293/BraTS2021_00293_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00293/BraTS2021_00293_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00689/BraTS2021_00689_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00689/BraTS2021_00689_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01537/BraTS2021_01537_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01537/BraTS2021_01537_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01586/BraTS2021_01586_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01586/BraTS2021_01586_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01112/BraTS2021_01112_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01112/BraTS2021_01112_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00137/BraTS2021_00137_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00137/BraTS2021_00137_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01171/BraTS2021_01171_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01171/BraTS2021_01171_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00105/BraTS2021_00105_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00105/BraTS2021_00105_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01069/BraTS2021_01069_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01069/BraTS2021_01069_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01364/BraTS2021_01364_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01364/BraTS2021_01364_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01133/BraTS2021_01133_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01133/BraTS2021_01133_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01375/BraTS2021_01375_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01375/BraTS2021_01375_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01268/BraTS2021_01268_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01268/BraTS2021_01268_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00537/BraTS2021_00537_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00537/BraTS2021_00537_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01656/BraTS2021_01656_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01656/BraTS2021_01656_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00694/BraTS2021_00694_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00694/BraTS2021_00694_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00228/BraTS2021_00228_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00228/BraTS2021_00228_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01574/BraTS2021_01574_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01574/BraTS2021_01574_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01665/BraTS2021_01665_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01665/BraTS2021_01665_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01166/BraTS2021_01166_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01166/BraTS2021_01166_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01397/BraTS2021_01397_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01397/BraTS2021_01397_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00108/BraTS2021_00108_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00108/BraTS2021_00108_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01276/BraTS2021_01276_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01276/BraTS2021_01276_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00676/BraTS2021_00676_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00676/BraTS2021_00676_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00725/BraTS2021_00725_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00725/BraTS2021_00725_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00554/BraTS2021_00554_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00554/BraTS2021_00554_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01304/BraTS2021_01304_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01304/BraTS2021_01304_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01182/BraTS2021_01182_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01182/BraTS2021_01182_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00143/BraTS2021_00143_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00143/BraTS2021_00143_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01564/BraTS2021_01564_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01564/BraTS2021_01564_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00433/BraTS2021_00433_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00433/BraTS2021_00433_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00639/BraTS2021_00639_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00639/BraTS2021_00639_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01341/BraTS2021_01341_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01341/BraTS2021_01341_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01419/BraTS2021_01419_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01419/BraTS2021_01419_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01208/BraTS2021_01208_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01208/BraTS2021_01208_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01162/BraTS2021_01162_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01162/BraTS2021_01162_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01390/BraTS2021_01390_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01390/BraTS2021_01390_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01107/BraTS2021_01107_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01107/BraTS2021_01107_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00254/BraTS2021_00254_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00254/BraTS2021_00254_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01579/BraTS2021_01579_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01579/BraTS2021_01579_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00233/BraTS2021_00233_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00233/BraTS2021_00233_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01402/BraTS2021_01402_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01402/BraTS2021_01402_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01470/BraTS2021_01470_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01470/BraTS2021_01470_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01267/BraTS2021_01267_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01267/BraTS2021_01267_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01125/BraTS2021_01125_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01125/BraTS2021_01125_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00539/BraTS2021_00539_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00539/BraTS2021_00539_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01647/BraTS2021_01647_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01647/BraTS2021_01647_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01370/BraTS2021_01370_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01370/BraTS2021_01370_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00301/BraTS2021_00301_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00301/BraTS2021_00301_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00715/BraTS2021_00715_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00715/BraTS2021_00715_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00430/BraTS2021_00430_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00430/BraTS2021_00430_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01179/BraTS2021_01179_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01179/BraTS2021_01179_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01572/BraTS2021_01572_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01572/BraTS2021_01572_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00219/BraTS2021_00219_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00219/BraTS2021_00219_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01364/BraTS2021_01364_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01364/BraTS2021_01364_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00445/BraTS2021_00445_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00445/BraTS2021_00445_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01518/BraTS2021_01518_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01518/BraTS2021_01518_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00329/BraTS2021_00329_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00329/BraTS2021_00329_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01088/BraTS2021_01088_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01088/BraTS2021_01088_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00432/BraTS2021_00432_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00432/BraTS2021_00432_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00228/BraTS2021_00228_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00228/BraTS2021_00228_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01426/BraTS2021_01426_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01426/BraTS2021_01426_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01633/BraTS2021_01633_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01633/BraTS2021_01633_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00138/BraTS2021_00138_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00138/BraTS2021_00138_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01664/BraTS2021_01664_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01664/BraTS2021_01664_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01094/BraTS2021_01094_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01094/BraTS2021_01094_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00605/BraTS2021_00605_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00605/BraTS2021_00605_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01166/BraTS2021_01166_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01166/BraTS2021_01166_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01101/BraTS2021_01101_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01101/BraTS2021_01101_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00045/BraTS2021_00045_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00045/BraTS2021_00045_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00186/BraTS2021_00186_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00186/BraTS2021_00186_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01108/BraTS2021_01108_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01108/BraTS2021_01108_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01447/BraTS2021_01447_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01447/BraTS2021_01447_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01333/BraTS2021_01333_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01333/BraTS2021_01333_coronal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00274/BraTS2021_00274_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00274/BraTS2021_00274_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00339/BraTS2021_00339_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00339/BraTS2021_00339_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00312/BraTS2021_00312_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00312/BraTS2021_00312_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01136/BraTS2021_01136_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01136/BraTS2021_01136_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00604/BraTS2021_00604_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00604/BraTS2021_00604_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00259/BraTS2021_00259_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00259/BraTS2021_00259_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01501/BraTS2021_01501_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01501/BraTS2021_01501_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01027/BraTS2021_01027_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01027/BraTS2021_01027_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01211/BraTS2021_01211_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01211/BraTS2021_01211_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01148/BraTS2021_01148_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01148/BraTS2021_01148_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00176/BraTS2021_00176_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00176/BraTS2021_00176_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01063/BraTS2021_01063_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01063/BraTS2021_01063_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01224/BraTS2021_01224_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01224/BraTS2021_01224_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01099/BraTS2021_01099_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01099/BraTS2021_01099_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00249/BraTS2021_00249_transverse_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00249/BraTS2021_00249_transverse_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01403/BraTS2021_01403_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01403/BraTS2021_01403_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01644/BraTS2021_01644_sagittal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_01644/BraTS2021_01644_sagittal_label.pt
../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00236/BraTS2021_00236_coronal_modalities.pt,../../../data/brats2021_seg/BraTS2021_Training_Data/BraTS2021_00236/BraTS2021_00236_coronal_label.pt
